Jumlah Input	Jumlah Epoch	Jumlah Neuron	Jumlah Batch Size	Akurasi (%)
2	4	25	4	22.50%
2	4	30	4	20.00%
2	4	35	4	25.00%
2	4	40	4	13.75%
2	4	45	4	17.50%
2	4	50	4	28.75%
2	4	5	8	17.50%
2	4	10	8	15.00%
2	4	15	8	16.25%
2	4	20	8	18.75%
2	4	25	8	31.25%
2	4	30	8	23.75%
2	4	35	8	21.25%
2	4	40	8	23.75%
2	4	45	8	27.50%
2	4	50	8	22.50%
2	4	5	10	22.50%
2	4	10	10	13.75%
2	4	15	10	17.50%
2	4	20	10	26.25%
2	4	25	10	16.25%
2	4	30	10	30.00%
2	4	35	10	31.25%
2	4	40	10	22.50%
2	4	45	10	26.25%
2	4	50	10	32.50%
2	4	5	12	30.00%
2	4	10	12	21.25%
2	4	15	12	23.75%
2	4	20	12	25.00%
2	4	25	12	25.00%
2	4	30	12	22.50%
2	4	35	12	21.25%
2	4	40	12	32.50%
2	4	45	12	23.75%
2	4	50	12	25.00%
2	4	5	14	13.75%
2	4	10	14	22.50%
2	4	15	14	25.00%
2	4	20	14	21.25%
2	4	25	14	25.00%
2	4	30	14	27.50%
2	4	35	14	21.25%
2	4	40	14	32.50%
2	4	45	14	32.50%
2	4	50	14	36.25%
2	4	5	16	16.25%
2	4	10	16	17.50%
2	4	15	16	18.75%
2	4	20	16	22.50%
2	4	25	16	25.00%
2	4	30	16	31.25%
2	4	35	16	28.75%
2	4	40	16	28.75%
2	4	45	16	31.25%
2	4	50	16	27.50%
2	8	5	2	16.25%
2	8	10	2	12.50%
2	8	15	2	18.75%
2	8	20	2	16.25%
2	8	25	2	13.75%
2	8	30	2	17.50%
2	8	35	2	12.50%
2	8	40	2	11.25%
2	8	45	2	22.50%
2	8	50	2	16.25%
2	8	5	4	16.25%
2	8	10	4	13.75%
2	8	15	4	20.00%
2	8	20	4	21.25%
2	8	25	4	31.25%
2	8	30	4	33.75%
2	8	35	4	26.25%
2	8	40	4	12.50%
2	8	45	4	35.00%
2	8	50	4	22.50%
2	8	5	8	23.75%
2	8	10	8	23.75%
2	8	15	8	26.25%
2	8	20	8	30.00%
2	8	25	8	28.75%
2	8	30	8	25.00%
2	8	35	8	28.75%
2	8	40	8	31.25%
2	8	45	8	37.50%
2	8	50	8	37.50%
2	8	5	10	17.50%
2	8	10	10	23.75%
2	8	15	10	21.25%
2	8	20	10	18.75%
2	8	25	10	28.75%
2	8	30	10	36.25%
2	8	35	10	22.50%
2	8	40	10	30.00%
2	8	45	10	36.25%
2	8	50	10	38.75%
2	8	5	12	10.00%
2	8	10	12	26.25%
2	8	15	12	13.75%
2	8	20	12	37.50%
2	8	25	12	27.50%
2	8	30	12	30.00%
2	8	35	12	37.50%
2	8	40	12	33.75%
2	8	45	12	36.25%
2	8	50	12	38.75%
2	8	5	14	17.50%
2	8	10	14	32.50%
2	8	15	14	35.00%
2	8	20	14	33.75%
2	8	25	14	31.25%
2	8	30	14	37.50%
2	8	35	14	36.25%
2	8	40	14	37.50%
2	8	45	14	40.00%
2	8	50	14	35.00%
2	8	5	16	12.50%
2	8	10	16	18.75%
2	8	15	16	35.00%
2	8	20	16	38.75%
2	8	25	16	32.50%
2	8	30	16	35.00%
2	8	35	16	37.50%
2	8	40	16	37.50%
2	8	45	16	41.25%
2	8	50	16	37.50%
2	16	5	2	15.00%
2	16	10	2	18.75%
2	16	15	2	12.50%
2	16	20	2	12.50%
2	16	25	2	25.00%
2	16	30	2	23.75%
2	16	35	2	25.00%
2	16	40	2	33.75%
2	16	45	2	22.50%
2	16	50	2	40.00%
2	16	5	4	25.00%
2	16	10	4	23.75%
2	16	15	4	35.00%
2	16	20	4	42.50%
2	16	25	4	32.50%
2	16	30	4	38.75%
2	16	35	4	50.00%
2	16	40	4	47.50%
2	16	45	4	45.00%
2	16	50	4	50.00%
2	16	5	8	36.25%
2	16	10	8	38.75%
2	16	15	8	37.50%
2	16	20	8	27.50%
2	16	25	8	38.75%
2	16	30	8	50.00%
2	16	35	8	53.75%
2	16	40	8	47.50%
2	16	45	8	52.50%
2	16	50	8	53.75%
2	16	5	10	25.00%
2	16	10	10	38.75%
2	16	15	10	45.00%
2	16	20	10	36.25%
2	16	25	10	48.75%
2	16	30	10	52.50%
2	16	35	10	46.25%
2	16	40	10	51.25%
2	16	45	10	58.75%
2	16	50	10	53.75%
2	16	5	12	35.00%
2	16	10	12	46.25%
2	16	15	12	43.75%
2	16	20	12	45.00%
2	16	25	12	47.50%
2	16	30	12	56.25%
2	16	35	12	60.00%
2	16	40	12	61.25%
2	16	45	12	57.50%
2	16	50	12	56.25%
2	16	5	14	31.25%
2	16	10	14	41.25%
2	16	15	14	38.75%
2	16	20	14	50.00%
2	16	25	14	53.75%
2	16	30	14	53.75%
2	16	35	14	56.25%
2	16	40	14	53.75%
2	16	45	14	62.50%
2	16	50	14	57.50%
2	16	5	16	25.00%
2	16	10	16	33.75%
2	16	15	16	43.75%
2	16	20	16	51.25%
2	16	25	16	56.25%
2	16	30	16	58.75%
2	16	35	16	58.75%
2	16	40	16	55.00%
2	16	45	16	62.50%
2	16	50	16	58.75%
2	32	5	2	21.25%
2	32	10	2	17.50%
2	32	15	2	27.50%
2	32	20	2	45.00%
2	32	25	2	48.75%
2	32	30	2	40.00%
2	32	35	2	55.00%
2	32	40	2	66.25%
2	32	45	2	31.25%
2	32	50	2	31.25%
2	32	5	4	33.75%
2	32	10	4	25.00%
2	32	15	4	41.25%
2	32	20	4	41.25%
2	32	25	4	96.25%
2	32	30	4	87.50%
2	32	35	4	95.00%
2	32	40	4	73.75%
2	32	45	4	98.75%
2	32	50	4	98.75%
2	32	5	8	47.50%
2	32	10	8	71.25%
2	32	15	8	98.75%
2	32	20	8	87.50%
2	32	25	8	100.00%
2	32	30	8	97.50%
2	32	35	8	100.00%
2	32	40	8	100.00%
2	32	45	8	100.00%
2	32	50	8	98.75%
2	32	5	10	67.50%
2	32	10	10	76.25%
2	32	15	10	100.00%
2	32	20	10	96.25%
2	32	25	10	98.75%
2	32	30	10	98.75%
2	32	35	10	98.75%
2	32	40	10	98.75%
2	32	45	10	100.00%
2	32	50	10	100.00%
2	32	5	12	62.50%
2	32	10	12	81.25%
2	32	15	12	98.75%
2	32	20	12	100.00%
2	32	25	12	98.75%
2	32	30	12	100.00%
2	32	35	12	98.75%
2	32	40	12	98.75%
2	32	45	12	100.00%
2	32	50	12	100.00%
2	32	5	14	81.25%
2	32	10	14	100.00%
2	32	15	14	97.50%
2	32	20	14	97.50%
2	32	25	14	98.75%
2	32	30	14	100.00%
2	32	35	14	98.75%
2	32	40	14	100.00%
2	32	45	14	100.00%
2	32	50	14	100.00%
2	32	5	16	72.50%
2	32	10	16	86.25%
2	32	15	16	100.00%
2	32	20	16	100.00%
2	32	25	16	100.00%
2	32	30	16	98.75%
2	32	35	16	100.00%
2	32	40	16	100.00%
2	32	45	16	100.00%
2	32	50	16	100.00%
2	64	5	2	35.00%
2	64	10	2	12.50%
2	64	15	2	48.75%
2	64	20	2	47.50%
2	64	25	2	51.25%
2	64	30	2	48.75%
2	64	35	2	65.00%
2	64	40	2	76.25%
2	64	45	2	83.75%
2	64	50	2	77.50%
2	64	5	4	60.00%
2	64	10	4	75.00%
2	64	15	4	78.75%
2	64	20	4	100.00%
2	64	25	4	91.25%
2	64	30	4	100.00%
2	64	35	4	65.00%
2	64	40	4	100.00%
2	64	45	4	100.00%
2	64	50	4	100.00%
2	64	5	8	58.75%
2	64	10	8	100.00%
2	64	15	8	100.00%
2	64	20	8	100.00%
2	64	25	8	100.00%
2	64	30	8	100.00%
2	64	35	8	100.00%
2	64	40	8	100.00%
2	64	45	8	100.00%
2	64	50	8	100.00%
2	64	5	10	88.75%
2	64	10	10	97.50%
2	64	15	10	100.00%
2	64	20	10	100.00%
2	64	25	10	100.00%
2	64	30	10	100.00%
2	64	35	10	100.00%
2	64	40	10	100.00%
2	64	45	10	100.00%
2	64	50	10	100.00%
2	64	5	12	100.00%
2	64	10	12	100.00%
2	64	15	12	100.00%
2	64	20	12	100.00%
2	64	25	12	100.00%
2	64	30	12	100.00%
2	64	35	12	100.00%
2	64	40	12	100.00%
2	64	45	12	100.00%
2	64	50	12	100.00%
2	64	5	14	98.75%
2	64	10	14	88.75%
2	64	15	14	100.00%
2	64	20	14	100.00%
2	64	25	14	100.00%
2	64	30	14	100.00%
2	64	35	14	100.00%
2	64	40	14	100.00%
2	64	45	14	100.00%
2	64	50	14	100.00%
2	64	5	16	87.50%
2	64	10	16	100.00%
2	64	15	16	100.00%
2	64	20	16	100.00%
2	64	25	16	100.00%
2	64	30	16	100.00%
2	64	35	16	100.00%
2	64	40	16	100.00%
2	64	45	16	100.00%
2	64	50	16	100.00%
2	128	5	2	25.00%
2	128	10	2	36.25%
2	128	15	2	53.75%
2	128	20	2	50.00%
2	128	25	2	62.50%
2	128	30	2	61.25%
2	128	35	2	78.75%
2	128	40	2	75.00%
2	128	45	2	98.75%
2	128	50	2	36.25%
2	128	5	4	66.25%
2	128	10	4	81.25%
2	128	15	4	100.00%
2	128	20	4	100.00%
2	128	25	4	100.00%
2	128	30	4	100.00%
2	128	35	4	93.75%
2	128	40	4	100.00%
2	128	45	4	100.00%
2	128	50	4	100.00%
2	128	5	8	73.75%
2	128	10	8	100.00%
2	128	15	8	97.50%
2	128	20	8	100.00%
2	128	25	8	100.00%
2	128	30	8	100.00%
2	128	35	8	100.00%
2	128	40	8	100.00%
2	128	45	8	100.00%
2	128	50	8	100.00%
2	128	5	10	100.00%
2	128	10	10	100.00%
2	128	15	10	100.00%
2	128	20	10	100.00%
2	128	25	10	100.00%
2	128	30	10	100.00%
2	128	35	10	100.00%
2	128	40	10	100.00%
2	128	45	10	100.00%
2	128	50	10	100.00%
2	128	5	12	100.00%
2	128	10	12	100.00%
2	128	15	12	100.00%
2	128	20	12	100.00%
2	128	25	12	100.00%
2	128	30	12	100.00%
2	128	35	12	100.00%
2	128	40	12	100.00%
2	128	45	12	100.00%
2	128	50	12	100.00%
2	128	5	14	100.00%
2	128	10	14	100.00%
2	128	15	14	100.00%
2	128	20	14	100.00%
2	128	25	14	100.00%
2	128	30	14	100.00%
2	128	35	14	100.00%
2	128	40	14	100.00%
2	128	45	14	100.00%
2	128	50	14	100.00%
2	128	5	16	100.00%
2	128	10	16	100.00%
2	128	15	16	100.00%
2	128	20	16	100.00%
2	128	25	16	100.00%
2	128	30	16	100.00%
2	128	35	16	100.00%
2	128	40	16	100.00%
2	128	45	16	100.00%
2	128	50	16	100.00%
Jumlah Batch Size	Jumlah Input	Jumlah Epoch	Jumlah Neuron	Akurasi (%)		
4	2	5	2	12.50%		
4	2	10	2	12.50%		
4	2	15	2	16.25%		50.47%
4	2	20	2	10.00%		
4	2	25	2	16.25%		
4	2	30	2	16.25%		
4	2	35	2	15.00%		
4	2	40	2	12.50%		
4	2	45	2	17.50%		
4	2	50	2	12.50%		
4	2	5	4	12.50%		
4	2	10	4	15.00%		
4	2	15	4	13.75%		
4	2	20	4	10.00%		
4	2	25	4	20.00%		
4	2	30	4	17.50%		
4	2	35	4	20.00%		
4	2	40	4	16.25%		
4	2	45	4	12.50%		
4	2	50	4	21.25%		
4	2	5	8	13.75%		
4	2	10	8	11.25%		
4	2	15	8	16.25%		
4	2	20	8	15.00%		
4	2	25	8	11.25%		
4	2	30	8	20.00%		
4	2	35	8	17.50%		
4	2	40	8	20.00%		
4	2	45	8	20.00%		
4	2	50	8	21.25%		
4	2	5	10	12.50%		
4	2	10	10	16.25%		
4	2	15	10	15.00%		
4	2	20	10	15.00%		
4	2	25	10	20.00%		
4	2	30	10	13.75%		
4	2	35	10	21.25%		
4	2	40	10	20.00%		
4	2	45	10	20.00%		
4	2	50	10	21.25%		
4	2	5	12	7.50%		
4	2	10	12	12.50%		
4	2	15	12	12.50%		
4	2	20	12	16.25%		
4	2	25	12	16.25%		
4	2	30	12	18.75%		
4	2	35	12	20.00%		
4	2	40	12	21.25%		
4	2	45	12	20.00%		
4	2	50	12	20.00%		
4	2	5	14	12.50%		
4	2	10	14	12.50%		
4	2	15	14	18.75%		
4	2	20	14	21.25%		
4	2	25	14	16.25%		
4	2	30	14	17.50%		
4	2	35	14	21.25%		
4	2	40	14	20.00%		
4	2	45	14	21.25%		
4	2	50	14	21.25%		
4	2	5	16	11.25%		
4	2	10	16	15.00%		
4	2	15	16	10.00%		
4	2	20	16	15.00%		
4	2	25	16	17.50%		
4	2	30	16	21.25%		
4	2	35	16	20.00%		
4	2	40	16	20.00%		
4	2	45	16	22.50%		
4	2	50	16	25.00%		
4	4	5	2	16.25%		
4	4	10	2	12.50%		
4	4	15	2	13.75%		
4	4	20	2	16.25%		
4	4	25	2	12.50%		
4	4	30	2	18.75%		
4	4	35	2	12.50%		
4	4	40	2	15.00%		
4	4	45	2	20.00%		
4	4	50	2	15.00%		
4	4	5	4	15.00%		
4	4	10	4	11.25%		
4	4	15	4	20.00%		
4	4	20	4	13.75%		
4	4	25	4	13.75%		
4	4	30	4	15.00%		
4	4	35	4	20.00%		
4	4	40	4	21.25%		
4	4	45	4	15.00%		
4	4	50	4	21.25%		
4	4	5	8	12.50%		
4	4	10	8	8.75%		
4	4	15	8	21.25%		
4	4	20	8	22.50%		
4	4	25	8	12.50%		
4	4	30	8	18.75%		
4	4	35	8	27.50%		
4	4	40	8	22.50%		
4	4	45	8	23.75%		
4	4	50	8	28.75%		
4	4	5	10	13.75%		
4	4	10	10	10.00%		
4	4	15	10	16.25%		
4	4	20	10	18.75%		
4	4	25	10	20.00%		
4	4	30	10	22.50%		
4	4	35	10	30.00%		
4	4	40	10	25.00%		
4	4	45	10	30.00%		
4	4	50	10	22.50%		
4	4	5	12	16.25%		
4	4	10	12	18.75%		
4	4	15	12	20.00%		
4	4	20	12	26.25%		
4	4	25	12	20.00%		
4	4	30	12	26.25%		
4	4	35	12	33.75%		
4	4	40	12	23.75%		
4	4	45	12	26.25%		
4	4	50	12	26.25%		
4	4	5	14	17.50%		
4	4	10	14	13.75%		
4	4	15	14	15.00%		
4	4	20	14	17.50%		
4	4	25	14	20.00%		
4	4	30	14	21.25%		
4	4	35	14	20.00%		
4	4	40	14	26.25%		
4	4	45	14	21.25%		
4	4	50	14	17.50%		
4	4	5	16	15.00%		
4	4	10	16	16.25%		
4	4	15	16	12.50%		
4	4	20	16	17.50%		
4	4	25	16	22.50%		
4	4	30	16	22.50%		
4	4	35	16	30.00%		
4	4	40	16	21.25%		
4	4	45	16	22.50%		
4	4	50	16	20.00%		
4	8	5	2	17.50%		
4	8	10	2	13.75%		
4	8	15	2	13.75%		
4	8	20	2	15.00%		
4	8	25	2	27.50%		
4	8	30	2	13.75%		
4	8	35	2	16.25%		
4	8	40	2	17.50%		
4	8	45	2	25.00%		
4	8	50	2	23.75%		
4	8	5	4	11.25%		
4	8	10	4	13.75%		
4	8	15	4	23.75%		
4	8	20	4	25.00%		
4	8	25	4	20.00%		
4	8	30	4	12.50%		
4	8	35	4	25.00%		
4	8	40	4	21.25%		
4	8	45	4	28.75%		
4	8	50	4	22.50%		
4	8	5	8	13.75%		
4	8	10	8	23.75%		
4	8	15	8	23.75%		
4	8	20	8	35.00%		
4	8	25	8	20.00%		
4	8	30	8	26.25%		
4	8	35	8	25.00%		
4	8	40	8	27.50%		
4	8	45	8	28.75%		
4	8	50	8	23.75%		
4	8	5	10	16.25%		
4	8	10	10	28.75%		
4	8	15	10	17.50%		
4	8	20	10	15.00%		
4	8	25	10	28.75%		
4	8	30	10	26.25%		
4	8	35	10	25.00%		
4	8	40	10	35.00%		
4	8	45	10	28.75%		
4	8	50	10	26.25%		
4	8	5	12	17.50%		
4	8	10	12	20.00%		
4	8	15	12	21.25%		
4	8	20	12	21.25%		
4	8	25	12	27.50%		
4	8	30	12	30.00%		
4	8	35	12	32.50%		
4	8	40	12	33.75%		
4	8	45	12	26.25%		
4	8	50	12	35.00%		
4	8	5	14	23.75%		
4	8	10	14	30.00%		
4	8	15	14	18.75%		
4	8	20	14	36.25%		
4	8	25	14	26.25%		
4	8	30	14	31.25%		
4	8	35	14	35.00%		
4	8	40	14	36.25%		
4	8	45	14	37.50%		
4	8	50	14	36.25%		
4	8	5	16	21.25%		
4	8	10	16	16.25%		
4	8	15	16	28.75%		
4	8	20	16	25.00%		
4	8	25	16	31.25%		
4	8	30	16	28.75%		
4	8	35	16	37.50%		
4	8	40	16	40.00%		
4	8	45	16	36.25%		
4	8	50	16	35.00%		
4	16	5	2	13.75%		
4	16	10	2	25.00%		
4	16	15	2	11.25%		
4	16	20	2	25.00%		
4	16	25	2	18.75%		
4	16	30	2	25.00%		
4	16	35	2	22.50%		
4	16	40	2	31.25%		
4	16	45	2	31.25%		
4	16	50	2	37.50%		
4	16	5	4	20.00%		
4	16	10	4	27.50%		
4	16	15	4	30.00%		
4	16	20	4	16.25%		
4	16	25	4	20.00%		
4	16	30	4	41.25%		
4	16	35	4	31.25%		
4	16	40	4	43.75%		
4	16	45	4	35.00%		
4	16	50	4	46.25%		
4	16	5	8	17.50%		
4	16	10	8	27.50%		
4	16	15	8	35.00%		
4	16	20	8	36.25%		
4	16	25	8	27.50%		
4	16	30	8	48.75%		
4	16	35	8	43.75%		
4	16	40	8	48.75%		
4	16	45	8	52.50%		
4	16	50	8	48.75%		
4	16	5	10	30.00%		
4	16	10	10	35.00%		
4	16	15	10	30.00%		
4	16	20	10	20.00%		
4	16	25	10	42.50%		
4	16	30	10	42.50%		
4	16	35	10	55.00%		
4	16	40	10	47.50%		
4	16	45	10	53.75%		
4	16	50	10	48.75%		
4	16	5	12	30.00%		
4	16	10	12	33.75%		
4	16	15	12	26.25%		
4	16	20	12	47.50%		
4	16	25	12	48.75%		
4	16	30	12	38.75%		
4	16	35	12	56.25%		
4	16	40	12	48.75%		
4	16	45	12	51.25%		
4	16	50	12	43.75%		
4	16	5	14	36.25%		
4	16	10	14	28.75%		
4	16	15	14	45.00%		
4	16	20	14	43.75%		
4	16	25	14	26.25%		
4	16	30	14	38.75%		
4	16	35	14	50.00%		
4	16	40	14	51.25%		
4	16	45	14	57.50%		
4	16	50	14	47.50%		
4	16	5	16	25.00%		
4	16	10	16	25.00%		
4	16	15	16	45.00%		
4	16	20	16	51.25%		
4	16	25	16	48.75%		
4	16	30	16	57.50%		
4	16	35	16	52.50%		
4	16	40	16	48.75%		
4	16	45	16	63.75%		
4	16	50	16	61.25%		
4	32	5	2	17.50%		
4	32	10	2	27.50%		
4	32	15	2	32.50%		
4	32	20	2	22.50%		
4	32	25	2	36.25%		
4	32	30	2	53.75%		
4	32	35	2	48.75%		
4	32	40	2	48.75%		
4	32	45	2	42.50%		
4	32	50	2	48.75%		
4	32	5	4	31.25%		
4	32	10	4	23.75%		
4	32	15	4	33.75%		
4	32	20	4	52.50%		
4	32	25	4	76.25%		
4	32	30	4	66.25%		
4	32	35	4	100.00%		
4	32	40	4	91.25%		
4	32	45	4	68.75%		
4	32	50	4	81.25%		
4	32	5	8	43.75%		
4	32	10	8	72.50%		
4	32	15	8	75.00%		
4	32	20	8	87.50%		
4	32	25	8	82.50%		
4	32	30	8	87.50%		
4	32	35	8	98.75%		
4	32	40	8	98.75%		
4	32	45	8	100.00%		
4	32	50	8	97.50%		
4	32	5	10	57.50%		
4	32	10	10	66.25%		
4	32	15	10	95.00%		
4	32	20	10	93.75%		
4	32	25	10	98.75%		
4	32	30	10	98.75%		
4	32	35	10	100.00%		
4	32	40	10	98.75%		
4	32	45	10	98.75%		
4	32	50	10	100.00%		
4	32	5	12	51.25%		
4	32	10	12	75.00%		
4	32	15	12	93.75%		
4	32	20	12	100.00%		
4	32	25	12	100.00%		
4	32	30	12	100.00%		
4	32	35	12	97.50%		
4	32	40	12	98.75%		
4	32	45	12	97.50%		
4	32	50	12	98.75%		
4	32	5	14	33.75%		
4	32	10	14	77.50%		
4	32	15	14	96.25%		
4	32	20	14	98.75%		
4	32	25	14	97.50%		
4	32	30	14	98.75%		
4	32	35	14	100.00%		
4	32	40	14	100.00%		
4	32	45	14	98.75%		
4	32	50	14	100.00%		
4	32	5	16	33.75%		
4	32	10	16	75.00%		
4	32	15	16	98.75%		
4	32	20	16	97.50%		
4	32	25	16	100.00%		
4	32	30	16	98.75%		
4	32	35	16	100.00%		
4	32	40	16	100.00%		
4	32	45	16	100.00%		
4	32	50	16	100.00%		
4	64	5	2	37.50%		
4	64	10	2	32.50%		
4	64	15	2	50.00%		
4	64	20	2	41.25%		
4	64	25	2	25.00%		
4	64	30	2	53.75%		
4	64	35	2	45.00%		
4	64	40	2	50.00%		
4	64	45	2	62.50%		
4	64	50	2	63.75%		
4	64	5	4	25.00%		
4	64	10	4	51.25%		
4	64	15	4	75.00%		
4	64	20	4	37.50%		
4	64	25	4	73.75%		
4	64	30	4	98.75%		
4	64	35	4	81.25%		
4	64	40	4	96.25%		
4	64	45	4	87.50%		
4	64	50	4	96.25%		
4	64	5	8	65.00%		
4	64	10	8	86.25%		
4	64	15	8	86.25%		
4	64	20	8	100.00%		
4	64	25	8	100.00%		
4	64	30	8	100.00%		
4	64	35	8	100.00%		
4	64	40	8	100.00%		
4	64	45	8	100.00%		
4	64	50	8	100.00%		
4	64	5	10	76.25%		
4	64	10	10	87.50%		
4	64	15	10	88.75%		
4	64	20	10	100.00%		
4	64	25	10	100.00%		
4	64	30	10	100.00%		
4	64	35	10	100.00%		
4	64	40	10	100.00%		
4	64	45	10	100.00%		
4	64	50	10	100.00%		
4	64	5	12	76.25%		
4	64	10	12	96.25%		
4	64	15	12	98.75%		
4	64	20	12	100.00%		
4	64	25	12	100.00%		
4	64	30	12	100.00%		
4	64	35	12	100.00%		
4	64	40	12	100.00%		
4	64	45	12	100.00%		
4	64	50	12	100.00%		
4	64	5	14	78.75%		
4	64	10	14	100.00%		
4	64	15	14	100.00%		
4	64	20	14	100.00%		
4	64	25	14	100.00%		
4	64	30	14	100.00%		
4	64	35	14	100.00%		
4	64	40	14	100.00%		
4	64	45	14	100.00%		
4	64	50	14	100.00%		
4	64	5	16	98.75%		
4	64	10	16	98.75%		
4	64	15	16	100.00%		
4	64	20	16	100.00%		
4	64	25	16	100.00%		
4	64	30	16	100.00%		
4	64	35	16	100.00%		
4	64	40	16	100.00%		
4	64	45	16	100.00%		
4	64	50	16	100.00%		
4	128	5	2	23.75%		
4	128	10	2	40.00%		
4	128	15	2	25.00%		
4	128	20	2	51.25%		
4	128	25	2	58.75%		
4	128	30	2	66.25%		
4	128	35	2	61.25%		
4	128	40	2	51.25%		
4	128	45	2	27.50%		
4	128	50	2	68.75%		
4	128	5	4	46.25%		
4	128	10	4	63.75%		
4	128	15	4	73.75%		
4	128	20	4	88.75%		
4	128	25	4	100.00%		
4	128	30	4	100.00%		
4	128	35	4	87.50%		
4	128	40	4	100.00%		
4	128	45	4	100.00%		
4	128	50	4	87.50%		
4	128	5	8	81.25%		
4	128	10	8	93.75%		
4	128	15	8	100.00%		
4	128	20	8	100.00%		
4	128	25	8	100.00%		
4	128	30	8	100.00%		
4	128	35	8	100.00%		
4	128	40	8	100.00%		
4	128	45	8	100.00%		
4	128	50	8	100.00%		
4	128	5	10	91.25%		
4	128	10	10	100.00%		
4	128	15	10	100.00%		
4	128	20	10	100.00%		
4	128	25	10	100.00%		
4	128	30	10	100.00%		
4	128	35	10	100.00%		
4	128	40	10	100.00%		
4	128	45	10	100.00%		
4	128	50	10	100.00%		
4	128	5	12	97.50%		
4	128	10	12	100.00%		
4	128	15	12	100.00%		
4	128	20	12	100.00%		
4	128	25	12	100.00%		
4	128	30	12	100.00%		
4	128	35	12	100.00%		
4	128	40	12	100.00%		
4	128	45	12	100.00%		
4	128	50	12	100.00%		
4	128	5	14	100.00%		
4	128	10	14	100.00%		
4	128	15	14	100.00%		
4	128	20	14	100.00%		
4	128	25	14	100.00%		
4	128	30	14	100.00%		
4	128	35	14	100.00%		
4	128	40	14	100.00%		
4	128	45	14	100.00%		
4	128	50	14	100.00%		
4	128	5	16	100.00%		
4	128	10	16	100.00%		
4	128	15	16	100.00%		
4	128	20	16	100.00%		
4	128	25	16	100.00%		
4	128	30	16	100.00%		
4	128	35	16	100.00%		
4	128	40	16	100.00%		
4	128	45	16	100.00%		
4	128	50	16	100.00%		
Jumlah Batch Size	Jumlah Input	Jumlah Epoch	Jumlah Neuron	Akurasi (%)			
8	2	5	2	13.75%			
8	2	10	2	13.75%			
8	2	15	2	12.50%			
8	2	20	2	8.75%			
8	2	25	2	12.50%			46.93%
8	2	30	2	15.00%			0.424336735
8	2	35	2	12.50%			0.365790816
8	2	40	2	16.25%			
8	2	45	2	11.25%			
8	2	50	2	12.50%			
8	2	5	4	10.00%			
8	2	10	4	17.50%			
8	2	15	4	11.25%			
8	2	20	4	17.50%			
8	2	25	4	15.00%			
8	2	30	4	17.50%			
8	2	35	4	17.50%			
8	2	40	4	21.25%			
8	2	45	4	12.50%			
8	2	50	4	20.00%			
8	2	5	8	10.00%			
8	2	10	8	12.50%			
8	2	15	8	10.00%			
8	2	20	8	16.25%			
8	2	25	8	15.00%			
8	2	30	8	15.00%			
8	2	35	8	18.75%			
8	2	40	8	18.75%			
8	2	45	8	15.00%			
8	2	50	8	20.00%			
8	2	5	10	11.25%			
8	2	10	10	12.50%			
8	2	15	10	17.50%			
8	2	20	10	15.00%			
8	2	25	10	15.00%			
8	2	30	10	20.00%			
8	2	35	10	17.50%			
8	2	40	10	20.00%			
8	2	45	10	20.00%			
8	2	50	10	15.00%			
8	2	5	12	5.00%			
8	2	10	12	10.00%			
8	2	15	12	11.25%			
8	2	20	12	15.00%			
8	2	25	12	17.50%			
8	2	30	12	13.75%			
8	2	35	12	15.00%			
8	2	40	12	10.00%			
8	2	45	12	17.50%			
8	2	50	12	20.00%			
8	2	5	14	11.25%			
8	2	10	14	12.50%			
8	2	15	14	16.25%			
8	2	20	14	15.00%			
8	2	25	14	16.25%			
8	2	30	14	13.75%			
8	2	35	14	11.25%			
8	2	40	14	20.00%			
8	2	45	14	13.75%			
8	2	50	14	28.75%			
8	2	5	16	12.50%			
8	2	10	16	13.75%			
8	2	15	16	15.00%			
8	2	20	16	18.75%			
8	2	25	16	18.75%			
8	2	30	16	8.75%			
8	2	35	16	15.00%			
8	2	40	16	20.00%			
8	2	45	16	20.00%			
8	2	50	16	17.50%			
8	4	5	2	12.50%			
8	4	10	2	16.25%			
8	4	15	2	11.25%			
8	4	20	2	10.00%			
8	4	25	2	11.25%			
8	4	30	2	12.50%			
8	4	35	2	17.50%			
8	4	40	2	20.00%			
8	4	45	2	15.00%			
8	4	50	2	15.00%			
8	4	5	4	12.50%			
8	4	10	4	11.25%			
8	4	15	4	11.25%			
8	4	20	4	5.00%			
8	4	25	4	16.25%			
8	4	30	4	18.75%			
8	4	35	4	20.00%			
8	4	40	4	18.75%			
8	4	45	4	26.25%			
8	4	50	4	12.50%			
8	4	5	8	18.75%			
8	4	10	8	13.75%			
8	4	15	8	12.50%			
8	4	20	8	18.75%			
8	4	25	8	10.00%			
8	4	30	8	12.50%			
8	4	35	8	23.75%			
8	4	40	8	23.75%			
8	4	45	8	12.50%			
8	4	50	8	26.25%			
8	4	5	10	13.75%			
8	4	10	10	12.50%			
8	4	15	10	20.00%			
8	4	20	10	21.25%			
8	4	25	10	11.25%			
8	4	30	10	22.50%			
8	4	35	10	22.50%			
8	4	40	10	16.25%			
8	4	45	10	17.50%			
8	4	50	10	20.00%			
8	4	5	12	12.50%			
8	4	10	12	18.75%			
8	4	15	12	13.75%			
8	4	20	12	13.75%			
8	4	25	12	20.00%			
8	4	30	12	31.25%			
8	4	35	12	28.75%			
8	4	40	12	23.75%			
8	4	45	12	23.75%			
8	4	50	12	26.25%			
8	4	5	14	11.25%			
