Jumlah Input	Jumlah Epoch	Jumlah Neuron	Jumlah Batch Size	Akurasi (%)
2	4	10	32	12.50%
2	4	10	16	16.25%
2	4	10	8	16.25%
2	4	10	4	12.50%
2	4	10	2	12.50%
2	4	15	32	12.50%
2	4	15	16	12.50%
2	4	15	8	11.25%
2	4	15	4	13.75%
2	4	15	2	17.50%
2	4	20	32	15.00%
2	4	20	16	13.75%
2	4	20	8	10.00%
2	4	20	4	16.25%
2	4	20	2	15.00%
2	4	25	32	11.25%
2	4	25	16	12.50%
2	4	25	8	11.25%
2	4	25	4	12.50%
2	4	25	2	18.75%
2	4	30	32	12.50%
2	4	30	16	11.25%
2	4	30	8	12.50%
2	4	30	4	18.75%
2	4	30	2	12.50%
2	4	35	32	12.50%
2	4	35	16	18.75%
2	4	35	8	17.50%
2	4	35	4	12.50%
2	4	35	2	18.75%
2	4	40	32	13.75%
2	4	40	16	11.25%
2	4	40	8	20.00%
2	4	40	4	15.00%
2	4	40	2	20.00%
2	4	45	32	10.00%
2	4	45	16	12.50%
2	4	45	8	15.00%
2	4	45	4	20.00%
2	4	45	2	21.25%
2	4	50	32	18.75%
2	4	50	16	15.00%
2	4	50	8	15.00%
2	4	50	4	15.00%
2	4	50	2	23.75%
2	8	5	32	18.75%
2	8	5	16	16.25%
2	8	5	8	11.25%
2	8	5	4	17.50%
2	8	5	2	16.25%
2	8	10	32	10.00%
2	8	10	16	18.75%
2	8	10	8	6.25%
2	8	10	4	13.75%
2	8	10	2	12.50%
2	8	15	32	13.75%
2	8	15	16	8.75%
2	8	15	8	8.75%
2	8	15	4	13.75%
2	8	15	2	18.75%
2	8	20	32	17.50%
2	8	20	16	11.25%
2	8	20	8	11.25%
2	8	20	4	15.00%
2	8	20	2	16.25%
2	8	25	32	15.00%
2	8	25	16	13.75%
2	8	25	8	13.75%
2	8	25	4	27.50%
2	8	25	2	13.75%
2	8	30	32	17.50%
2	8	30	16	10.00%
2	8	30	8	20.00%
2	8	30	4	13.75%
2	8	30	2	17.50%
2	8	35	32	12.50%
2	8	35	16	11.25%
2	8	35	8	18.75%
2	8	35	4	16.25%
2	8	35	2	12.50%
2	8	40	32	11.25%
2	8	40	16	22.50%
2	8	40	8	15.00%
2	8	40	4	17.50%
2	8	40	2	11.25%
2	8	45	32	12.50%
2	8	45	16	11.25%
2	8	45	8	15.00%
2	8	45	4	25.00%
2	8	45	2	22.50%
2	8	50	32	20.00%
2	8	50	16	16.25%
2	8	50	8	16.25%
2	8	50	4	23.75%
2	8	50	2	16.25%
2	16	5	32	12.50%
2	16	5	16	15.00%
2	16	5	8	20.00%
2	16	5	4	13.75%
2	16	5	2	15.00%
2	16	10	32	11.25%
2	16	10	16	12.50%
2	16	10	8	7.50%
2	16	10	4	25.00%
2	16	10	2	18.75%
2	16	15	32	13.75%
2	16	15	16	17.50%
2	16	15	8	13.75%
2	16	15	4	11.25%
2	16	15	2	12.50%
2	16	20	32	13.75%
2	16	20	16	13.75%
2	16	20	8	16.25%
2	16	20	4	25.00%
2	16	20	2	12.50%
2	16	25	32	13.75%
2	16	25	16	17.50%
2	16	25	8	12.50%
2	16	25	4	18.75%
2	16	25	2	25.00%
2	16	30	32	17.50%
2	16	30	16	12.50%
2	16	30	8	27.50%
2	16	30	4	25.00%
2	16	30	2	23.75%
2	16	35	32	17.50%
2	16	35	16	23.75%
2	16	35	8	12.50%
2	16	35	4	22.50%
2	16	35	2	25.00%
2	16	40	32	16.25%
2	16	40	16	30.00%
2	16	40	8	13.75%
2	16	40	4	31.25%
2	16	40	2	33.75%
2	16	45	32	13.75%
2	16	45	16	25.00%
2	16	45	8	28.75%
2	16	45	4	31.25%
2	16	45	2	22.50%
2	16	50	32	12.50%
2	16	50	16	16.25%
2	16	50	8	25.00%
2	16	50	4	37.50%
2	16	50	2	40.00%
2	32	5	32	16.25%
2	32	5	16	13.75%
2	32	5	8	1.25%
2	32	5	4	17.50%
2	32	5	2	21.25%
2	32	10	32	12.50%
2	32	10	16	20.00%
2	32	10	8	17.50%
2	32	10	4	27.50%
2	32	10	2	17.50%
2	32	15	32	12.50%
2	32	15	16	36.25%
2	32	15	8	20.00%
2	32	15	4	32.50%
2	32	15	2	27.50%
2	32	20	32	17.50%
2	32	20	16	15.00%
2	32	20	8	22.50%
2	32	20	4	22.50%
2	32	20	2	45.00%
2	32	25	32	12.50%
2	32	25	16	21.25%
2	32	25	8	38.75%
2	32	25	4	36.25%
2	32	25	2	48.75%
2	32	30	32	25.00%
2	32	30	16	25.00%
2	32	30	8	20.00%
2	32	30	4	53.75%
2	32	30	2	40.00%
2	32	35	32	25.00%
2	32	35	16	25.00%
2	32	35	8	32.50%
2	32	35	4	48.75%
2	32	35	2	55.00%
2	32	40	32	21.25%
2	32	40	16	30.00%
2	32	40	8	43.75%
2	32	40	4	48.75%
2	32	40	2	66.25%
2	32	45	32	31.25%
2	32	45	16	17.50%
2	32	45	8	41.25%
2	32	45	4	42.50%
2	32	45	2	31.25%
2	32	50	32	16.25%
2	32	50	16	46.25%
2	32	50	8	36.25%
2	32	50	4	48.75%
2	32	50	2	31.25%
2	64	5	32	26.25%
2	64	5	16	36.25%
2	64	5	8	20.00%
2	64	5	4	37.50%
2	64	5	2	35.00%
2	64	10	32	22.50%
2	64	10	16	23.75%
2	64	10	8	35.00%
2	64	10	4	32.50%
2	64	10	2	12.50%
2	64	15	32	37.50%
2	64	15	16	22.50%
2	64	15	8	31.25%
2	64	15	4	50.00%
2	64	15	2	48.75%
2	64	20	32	38.75%
2	64	20	16	37.50%
2	64	20	8	40.00%
2	64	20	4	41.25%
2	64	20	2	47.50%
2	64	25	32	46.25%
2	64	25	16	37.50%
2	64	25	8	37.50%
2	64	25	4	25.00%
2	64	25	2	51.25%
2	64	30	32	32.50%
2	64	30	16	35.00%
2	64	30	8	46.25%
2	64	30	4	53.75%
2	64	30	2	48.75%
2	64	35	32	23.75%
2	64	35	16	22.50%
2	64	35	8	27.50%
2	64	35	4	45.00%
2	64	35	2	65.00%
2	64	40	32	26.25%
2	64	40	16	45.00%
2	64	40	8	60.00%
2	64	40	4	50.00%
2	64	40	2	76.25%
2	64	45	32	46.25%
2	64	45	16	33.75%
2	64	45	8	48.75%
2	64	45	4	62.50%
2	64	45	2	83.75%
2	64	50	32	27.50%
2	64	50	16	47.50%
2	64	50	8	52.50%
2	64	50	4	63.75%
2	64	50	2	77.50%
2	128	5	32	12.50%
2	128	5	16	25.00%
2	128	5	8	21.25%
2	128	5	4	23.75%
2	128	5	2	25.00%
2	128	10	32	15.00%
2	128	10	16	21.25%
2	128	10	8	36.25%
2	128	10	4	40.00%
2	128	10	2	36.25%
2	128	15	32	25.00%
2	128	15	16	30.00%
2	128	15	8	58.75%
2	128	15	4	25.00%
2	128	15	2	53.75%
2	128	20	32	28.75%
2	128	20	16	55.00%
2	128	20	8	25.00%
2	128	20	4	51.25%
2	128	20	2	50.00%
2	128	25	32	27.50%
2	128	25	16	21.25%
2	128	25	8	55.00%
2	128	25	4	58.75%
2	128	25	2	62.50%
2	128	30	32	36.25%
2	128	30	16	35.00%
2	128	30	8	48.75%
2	128	30	4	66.25%
2	128	30	2	61.25%
2	128	35	32	28.75%
2	128	35	16	21.25%
2	128	35	8	50.00%
2	128	35	4	61.25%
2	128	35	2	78.75%
2	128	40	32	25.00%
2	128	40	16	50.00%
2	128	40	8	37.50%
2	128	40	4	51.25%
2	128	40	2	75.00%
2	128	45	32	26.25%
2	128	45	16	45.00%
2	128	45	8	26.25%
2	128	45	4	27.50%
2	128	45	2	98.75%
2	128	50	32	47.50%
2	128	50	16	56.25%
2	128	50	8	25.00%
2	128	50	4	68.75%
2	128	50	2	36.25%
Jumlah Neuron	Jumlah Input	Jumlah Epoch	Jumlah Batch Size	Akurasi (%)
4	2	5	32	11.25%
4	2	5	16	12.50%
4	2	5	8	10.00%
4	2	5	4	12.50%
4	2	5	2	12.50%
4	2	10	32	13.75%
4	2	10	16	18.75%
4	2	10	8	17.50%
4	2	10	4	15.00%
4	2	10	2	12.50%
4	2	15	32	13.75%
4	2	15	16	13.75%
4	2	15	8	11.25%
4	2	15	4	13.75%
4	2	15	2	17.50%
4	2	20	32	12.50%
4	2	20	16	13.75%
4	2	20	8	17.50%
4	2	20	4	10.00%
4	2	20	2	16.25%
4	2	25	32	13.75%
4	2	25	16	11.25%
4	2	25	8	15.00%
4	2	25	4	20.00%
4	2	25	2	12.50%
4	2	30	32	16.25%
4	2	30	16	15.00%
4	2	30	8	17.50%
4	2	30	4	17.50%
4	2	30	2	21.25%
4	2	35	32	10.00%
4	2	35	16	15.00%
4	2	35	8	17.50%
4	2	35	4	20.00%
4	2	35	2	20.00%
4	2	40	32	12.50%
4	2	40	16	7.50%
4	2	40	8	21.25%
4	2	40	4	16.25%
4	2	40	2	23.75%
4	2	45	32	16.25%
4	2	45	16	18.75%
4	2	45	8	12.50%
4	2	45	4	12.50%
4	2	45	2	26.25%
4	2	50	32	10.00%
4	2	50	16	11.25%
4	2	50	8	20.00%
4	2	50	4	21.25%
4	2	50	2	20.00%
4	4	5	32	13.75%
4	4	5	16	10.00%
4	4	5	8	12.50%
4	4	5	4	15.00%
4	4	5	2	11.25%
4	4	10	32	15.00%
4	4	10	16	16.25%
4	4	10	8	11.25%
4	4	10	4	11.25%
4	4	10	2	11.25%
4	4	15	32	10.00%
4	4	15	16	15.00%
4	4	15	8	11.25%
4	4	15	4	20.00%
4	4	15	2	20.00%
4	4	20	32	12.50%
4	4	20	16	13.75%
4	4	20	8	5.00%
4	4	20	4	13.75%
4	4	20	2	15.00%
4	4	25	32	11.25%
4	4	25	16	20.00%
4	4	25	8	16.25%
4	4	25	4	13.75%
4	4	25	2	22.50%
4	4	30	32	11.25%
4	4	30	16	8.75%
4	4	30	8	18.75%
4	4	30	4	15.00%
4	4	30	2	20.00%
4	4	35	32	18.75%
4	4	35	16	17.50%
4	4	35	8	20.00%
4	4	35	4	20.00%
4	4	35	2	25.00%
4	4	40	32	16.25%
4	4	40	16	13.75%
4	4	40	8	18.75%
4	4	40	4	21.25%
4	4	40	2	13.75%
4	4	45	32	21.25%
4	4	45	16	20.00%
4	4	45	8	26.25%
4	4	45	4	15.00%
4	4	45	2	17.50%
4	4	50	32	15.00%
4	4	50	16	11.25%
4	4	50	8	12.50%
4	4	50	4	21.25%
4	4	50	2	28.75%
4	8	5	32	13.75%
4	8	5	16	21.25%
4	8	5	8	6.25%
4	8	5	4	11.25%
4	8	5	2	16.25%
4	8	10	32	12.50%
4	8	10	16	17.50%
4	8	10	8	13.75%
4	8	10	4	13.75%
4	8	10	2	13.75%
4	8	15	32	13.75%
4	8	15	16	12.50%
4	8	15	8	23.75%
4	8	15	4	23.75%
4	8	15	2	20.00%
4	8	20	32	16.25%
4	8	20	16	18.75%
4	8	20	8	12.50%
4	8	20	4	25.00%
4	8	20	2	21.25%
4	8	25	32	13.75%
4	8	25	16	12.50%
4	8	25	8	25.00%
4	8	25	4	20.00%
4	8	25	2	31.25%
4	8	30	32	13.75%
4	8	30	16	26.25%
4	8	30	8	16.25%
4	8	30	4	12.50%
4	8	30	2	33.75%
4	8	35	32	18.75%
4	8	35	16	13.75%
4	8	35	8	21.25%
4	8	35	4	25.00%
4	8	35	2	26.25%
4	8	40	32	15.00%
4	8	40	16	13.75%
4	8	40	8	15.00%
4	8	40	4	21.25%
4	8	40	2	12.50%
4	8	45	32	18.75%
4	8	45	16	18.75%
4	8	45	8	26.25%
4	8	45	4	28.75%
4	8	45	2	35.00%
4	8	50	32	21.25%
4	8	50	16	11.25%
4	8	50	8	13.75%
4	8	50	4	22.50%
4	8	50	2	22.50%
4	16	5	32	13.75%
4	16	5	16	21.25%
4	16	5	8	15.00%
4	16	5	4	20.00%
4	16	5	2	25.00%
4	16	10	32	21.25%
4	16	10	16	23.75%
4	16	10	8	21.25%
4	16	10	4	27.50%
4	16	10	2	23.75%
4	16	15	32	8.75%
4	16	15	16	12.50%
4	16	15	8	37.50%
4	16	15	4	30.00%
4	16	15	2	35.00%
4	16	20	32	31.25%
4	16	20	16	25.00%
4	16	20	8	23.75%
4	16	20	4	16.25%
4	16	20	2	42.50%
4	16	25	32	25.00%
4	16	25	16	32.50%
4	16	25	8	26.25%
4	16	25	4	20.00%
4	16	25	2	32.50%
4	16	30	32	16.25%
4	16	30	16	36.25%
4	16	30	8	25.00%
4	16	30	4	41.25%
4	16	30	2	38.75%
4	16	35	32	18.75%
4	16	35	16	25.00%
4	16	35	8	22.50%
4	16	35	4	31.25%
4	16	35	2	50.00%
4	16	40	32	23.75%
4	16	40	16	25.00%
4	16	40	8	30.00%
4	16	40	4	43.75%
4	16	40	2	47.50%
4	16	45	32	35.00%
4	16	45	16	23.75%
4	16	45	8	42.50%
4	16	45	4	35.00%
4	16	45	2	45.00%
4	16	50	32	25.00%
4	16	50	16	25.00%
4	16	50	8	28.75%
4	16	50	4	46.25%
4	16	50	2	50.00%
4	32	5	32	25.00%
4	32	5	16	30.00%
4	32	5	8	40.00%
4	32	5	4	31.25%
4	32	5	2	33.75%
4	32	10	32	23.75%
4	32	10	16	22.50%
4	32	10	8	40.00%
4	32	10	4	23.75%
4	32	10	2	25.00%
4	32	15	32	17.50%
4	32	15	16	42.50%
4	32	15	8	31.25%
4	32	15	4	33.75%
4	32	15	2	41.25%
4	32	20	32	28.75%
4	32	20	16	28.75%
4	32	20	8	27.50%
4	32	20	4	52.50%
4	32	20	2	41.25%
4	32	25	32	25.00%
4	32	25	16	35.00%
4	32	25	8	52.50%
4	32	25	4	76.25%
4	32	25	2	96.25%
4	32	30	32	25.00%
4	32	30	16	32.50%
4	32	30	8	75.00%
4	32	30	4	66.25%
4	32	30	2	87.50%
4	32	35	32	60.00%
4	32	35	16	46.25%
4	32	35	8	76.25%
4	32	35	4	100.00%
4	32	35	2	95.00%
4	32	40	32	41.25%
4	32	40	16	47.50%
4	32	40	8	83.75%
4	32	40	4	91.25%
4	32	40	2	73.75%
4	32	45	32	13.75%
4	32	45	16	67.50%
4	32	45	8	68.75%
4	32	45	4	68.75%
4	32	45	2	98.75%
4	32	50	32	46.25%
4	32	50	16	22.50%
4	32	50	8	73.75%
4	32	50	4	81.25%
4	32	50	2	98.75%
4	64	5	32	15.00%
4	64	5	16	33.75%
4	64	5	8	28.75%
4	64	5	4	25.00%
4	64	5	2	60.00%
4	64	10	32	37.50%
4	64	10	16	27.50%
4	64	10	8	32.50%
4	64	10	4	51.25%
4	64	10	2	75.00%
4	64	15	32	20.00%
4	64	15	16	47.50%
4	64	15	8	53.75%
4	64	15	4	75.00%
4	64	15	2	78.75%
4	64	20	32	50.00%
4	64	20	16	45.00%
4	64	20	8	67.50%
4	64	20	4	37.50%
4	64	20	2	100.00%
4	64	25	32	35.00%
4	64	25	16	56.25%
4	64	25	8	55.00%
4	64	25	4	73.75%
4	64	25	2	91.25%
4	64	30	32	51.25%
4	64	30	16	37.50%
4	64	30	8	75.00%
4	64	30	4	98.75%
4	64	30	2	100.00%
4	64	35	32	47.50%
4	64	35	16	75.00%
4	64	35	8	100.00%
4	64	35	4	81.25%
4	64	35	2	65.00%
4	64	40	32	43.75%
4	64	40	16	56.25%
4	64	40	8	82.50%
4	64	40	4	96.25%
4	64	40	2	100.00%
4	64	45	32	61.25%
4	64	45	16	87.50%
4	64	45	8	80.00%
4	64	45	4	87.50%
4	64	45	2	100.00%
4	64	50	32	31.25%
4	64	50	16	86.25%
4	64	50	8	100.00%
4	64	50	4	96.25%
4	64	50	2	100.00%
4	128	5	32	27.50%
4	128	5	16	31.25%
4	128	5	8	72.50%
4	128	5	4	46.25%
4	128	5	2	66.25%
4	128	10	32	20.00%
4	128	10	16	56.25%
4	128	10	8	48.75%
4	128	10	4	63.75%
4	128	10	2	81.25%
4	128	15	32	25.00%
4	128	15	16	37.50%
4	128	15	8	75.00%
4	128	15	4	73.75%
4	128	15	2	100.00%
4	128	20	32	57.50%
4	128	20	16	40.00%
4	128	20	8	62.50%
4	128	20	4	88.75%
4	128	20	2	100.00%
4	128	25	32	47.50%
4	128	25	16	65.00%
4	128	25	8	87.50%
4	128	25	4	100.00%
4	128	25	2	100.00%
4	128	30	32	56.25%
4	128	30	16	96.25%
4	128	30	8	93.75%
4	128	30	4	100.00%
4	128	30	2	100.00%
4	128	35	32	75.00%
4	128	35	16	82.50%
4	128	35	8	96.25%
4	128	35	4	87.50%
4	128	35	2	93.75%
4	128	40	32	67.50%
4	128	40	16	72.50%
4	128	40	8	71.25%
4	128	40	4	100.00%
4	128	40	2	100.00%
4	128	45	32	62.50%
4	128	45	16	100.00%
4	128	45	8	87.50%
4	128	45	4	100.00%
4	128	45	2	100.00%
4	128	50	32	67.50%
4	128	50	16	100.00%
4	128	50	8	76.25%
4	128	50	4	87.50%
4	128	50	2	100.00%
Jumlah Neuron	Jumlah Input	Jumlah Epoch	Jumlah Batch Size	Akurasi (%)
8	2	5	32	11.25%
8	2	5	16	12.50%
8	2	5	8	10.00%
8	2	5	4	13.75%
8	2	5	2	17.50%
8	2	10	32	13.75%
8	2	10	16	6.25%
8	2	10	8	12.50%
8	2	10	4	11.25%
8	2	10	2	11.25%
8	2	15	32	10.00%
8	2	15	16	12.50%
8	2	15	8	10.00%
8	2	15	4	16.25%
8	2	15	2	12.50%
8	2	20	32	15.00%
8	2	20	16	11.25%
8	2	20	8	16.25%
8	2	20	4	15.00%
8	2	20	2	16.25%
8	2	25	32	7.50%
8	2	25	16	12.50%
8	2	25	8	15.00%
8	2	25	4	11.25%
8	2	25	2	15.00%
8	2	30	32	12.50%
8	2	30	16	12.50%
8	2	30	8	15.00%
8	2	30	4	20.00%
8	2	30	2	21.25%
8	2	35	32	15.00%
8	2	35	16	16.25%
8	2	35	8	18.75%
8	2	35	4	17.50%
8	2	35	2	16.25%
8	2	40	32	17.50%
8	2	40	16	8.75%
8	2	40	8	18.75%
8	2	40	4	20.00%
8	2	40	2	25.00%
8	2	45	32	15.00%
8	2	45	16	10.00%
8	2	45	8	15.00%
8	2	45	4	20.00%
8	2	45	2	22.50%
8	2	50	32	15.00%
8	2	50	16	16.25%
8	2	50	8	20.00%
8	2	50	4	21.25%
8	2	50	2	25.00%
8	4	5	32	6.25%
8	4	5	16	12.50%
8	4	5	8	18.75%
8	4	5	4	12.50%
8	4	5	2	17.50%
8	4	10	32	16.25%
8	4	10	16	21.25%
8	4	10	8	13.75%
8	4	10	4	8.75%
8	4	10	2	15.00%
8	4	15	32	18.75%
8	4	15	16	13.75%
8	4	15	8	12.50%
8	4	15	4	21.25%
8	4	15	2	16.25%
8	4	20	32	15.00%
8	4	20	16	20.00%
8	4	20	8	18.75%
8	4	20	4	22.50%
8	4	20	2	18.75%
8	4	25	32	10.00%
8	4	25	16	18.75%
8	4	25	8	10.00%
8	4	25	4	12.50%
8	4	25	2	31.25%
8	4	30	32	13.75%
8	4	30	16	17.50%
8	4	30	8	12.50%
8	4	30	4	18.75%
8	4	30	2	23.75%
8	4	35	32	8.75%
8	4	35	16	16.25%
8	4	35	8	23.75%
8	4	35	4	27.50%
8	4	35	2	21.25%
8	4	40	32	17.50%
8	4	40	16	22.50%
8	4	40	8	23.75%
8	4	40	4	22.50%
8	4	40	2	23.75%
8	4	45	32	22.50%
8	4	45	16	22.50%
8	4	45	8	12.50%
8	4	45	4	23.75%
8	4	45	2	27.50%
8	4	50	32	27.50%
8	4	50	16	30.00%
8	4	50	8	26.25%
8	4	50	4	28.75%
8	4	50	2	22.50%
8	8	5	32	20.00%
8	8	5	16	15.00%
8	8	5	8	13.75%
8	8	5	4	13.75%
8	8	5	2	23.75%
8	8	10	32	13.75%
8	8	10	16	18.75%
8	8	10	8	25.00%
8	8	10	4	23.75%
8	8	10	2	23.75%
8	8	15	32	23.75%
8	8	15	16	11.25%
8	8	15	8	15.00%
8	8	15	4	23.75%
8	8	15	2	26.25%
8	8	20	32	17.50%
8	8	20	16	25.00%
8	8	20	8	21.25%
8	8	20	4	35.00%
8	8	20	2	30.00%
8	8	25	32	20.00%
8	8	25	16	20.00%
8	8	25	8	11.25%
8	8	25	4	20.00%
8	8	25	2	28.75%
8	8	30	32	21.25%
8	8	30	16	21.25%
8	8	30	8	12.50%
8	8	30	4	26.25%
8	8	30	2	25.00%
8	8	35	32	16.25%
8	8	35	16	13.75%
8	8	35	8	30.00%
8	8	35	4	25.00%
8	8	35	2	28.75%
8	8	40	32	17.50%
8	8	40	16	20.00%
8	8	40	8	22.50%
8	8	40	4	27.50%
8	8	40	2	31.25%
8	8	45	32	12.50%
8	8	45	16	18.75%
8	8	45	8	30.00%
8	8	45	4	28.75%
8	8	45	2	37.50%
8	8	50	32	15.00%
8	8	50	16	27.50%
8	8	50	8	32.50%
8	8	50	4	23.75%
8	8	50	2	37.50%
8	16	5	32	11.25%
8	16	5	16	18.75%
8	16	5	8	12.50%
8	16	5	4	17.50%
8	16	5	2	36.25%
8	16	10	32	15.00%
8	16	10	16	17.50%
8	16	10	8	22.50%
8	16	10	4	27.50%
8	16	10	2	38.75%
8	16	15	32	27.50%
8	16	15	16	21.25%
8	16	15	8	15.00%
8	16	15	4	35.00%
8	16	15	2	37.50%
8	16	20	32	30.00%
8	16	20	16	26.25%
8	16	20	8	42.50%
8	16	20	4	36.25%
8	16	20	2	27.50%
8	16	25	32	12.50%
8	16	25	16	32.50%
8	16	25	8	42.50%
8	16	25	4	27.50%
8	16	25	2	38.75%
8	16	30	32	8.75%
8	16	30	16	27.50%
8	16	30	8	32.50%
8	16	30	4	48.75%
8	16	30	2	50.00%
8	16	35	32	35.00%
8	16	35	16	41.25%
8	16	35	8	27.50%
8	16	35	4	43.75%
8	16	35	2	53.75%
8	16	40	32	23.75%
8	16	40	16	31.25%
8	16	40	8	36.25%
8	16	40	4	48.75%
8	16	40	2	47.50%
8	16	45	32	33.75%
8	16	45	16	27.50%
8	16	45	8	40.00%
8	16	45	4	52.50%
8	16	45	2	52.50%
8	16	50	32	32.50%
8	16	50	16	55.00%
8	16	50	8	57.50%
8	16	50	4	48.75%
8	16	50	2	53.75%
8	32	5	32	21.25%
8	32	5	16	22.50%
8	32	5	8	41.25%
8	32	5	4	43.75%
8	32	5	2	47.50%
8	32	10	32	15.00%
8	32	10	16	46.25%
8	32	10	8	58.75%
8	32	10	4	72.50%
8	32	10	2	71.25%
8	32	15	32	25.00%
8	32	15	16	60.00%
8	32	15	8	56.25%
8	32	15	4	75.00%
8	32	15	2	98.75%
8	32	20	32	47.50%
8	32	20	16	55.00%
8	32	20	8	55.00%
8	32	20	4	87.50%
8	32	20	2	87.50%
8	32	25	32	42.50%
8	32	25	16	61.25%
8	32	25	8	73.75%
8	32	25	4	82.50%
8	32	25	2	100.00%
8	32	30	32	70.00%
8	32	30	16	70.00%
8	32	30	8	97.50%
8	32	30	4	87.50%
8	32	30	2	97.50%
8	32	35	32	65.00%
8	32	35	16	58.75%
8	32	35	8	83.75%
8	32	35	4	98.75%
8	32	35	2	100.00%
8	32	40	32	48.75%
8	32	40	16	67.50%
8	32	40	8	80.00%
8	32	40	4	98.75%
8	32	40	2	100.00%
8	32	45	32	62.50%
8	32	45	16	83.75%
8	32	45	8	97.50%
8	32	45	4	100.00%
8	32	45	2	100.00%
8	32	50	32	95.00%
8	32	50	16	75.00%
8	32	50	8	97.50%
8	32	50	4	97.50%
8	32	50	2	98.75%
8	64	5	32	37.50%
8	64	5	16	35.00%
8	64	5	8	55.00%
8	64	5	4	65.00%
8	64	5	2	58.75%
8	64	10	32	46.25%
8	64	10	16	87.50%
8	64	10	8	83.75%
8	64	10	4	86.25%
8	64	10	2	100.00%
8	64	15	32	40.00%
8	64	15	16	70.00%
8	64	15	8	75.00%
8	64	15	4	86.25%
8	64	15	2	100.00%
8	64	20	32	30.00%
8	64	20	16	71.25%
8	64	20	8	82.50%
8	64	20	4	100.00%
8	64	20	2	100.00%
8	64	25	32	82.50%
8	64	25	16	98.75%
8	64	25	8	100.00%
8	64	25	4	100.00%
8	64	25	2	100.00%
8	64	30	32	82.50%
8	64	30	16	75.00%
8	64	30	8	100.00%
8	64	30	4	100.00%
8	64	30	2	100.00%
8	64	35	32	86.25%
8	64	35	16	98.75%
8	64	35	8	98.75%
8	64	35	4	100.00%
8	64	35	2	100.00%
8	64	40	32	87.50%
8	64	40	16	100.00%
8	64	40	8	100.00%
8	64	40	4	100.00%
8	64	40	2	100.00%
8	64	45	32	92.50%
8	64	45	16	96.25%
8	64	45	8	100.00%
8	64	45	4	100.00%
8	64	45	2	100.00%
8	64	50	32	60.00%
8	64	50	16	100.00%
8	64	50	8	100.00%
8	64	50	4	100.00%
8	64	50	2	100.00%
8	128	5	32	21.25%
8	128	5	16	42.50%
8	128	5	8	70.00%
8	128	5	4	81.25%
8	128	5	2	73.75%
8	128	10	32	41.25%
8	128	10	16	37.50%
8	128	10	8	87.50%
8	128	10	4	93.75%
8	128	10	2	100.00%
8	128	15	32	72.50%
8	128	15	16	82.50%
8	128	15	8	100.00%
8	128	15	4	100.00%
8	128	15	2	97.50%
8	128	20	32	43.75%
8	128	20	16	65.00%
8	128	20	8	100.00%
8	128	20	4	100.00%
8	128	20	2	100.00%
8	128	25	32	83.75%
8	128	25	16	92.50%
8	128	25	8	100.00%
8	128	25	4	100.00%
8	128	25	2	100.00%
8	128	30	32	91.25%
8	128	30	16	100.00%
8	128	30	8	100.00%
8	128	30	4	100.00%
8	128	30	2	100.00%
8	128	35	32	75.00%
8	128	35	16	87.50%
8	128	35	8	100.00%
8	128	35	4	100.00%
8	128	35	2	100.00%
8	128	40	32	88.75%
8	128	40	16	100.00%
8	128	40	8	100.00%
8	128	40	4	100.00%
8	128	40	2	100.00%
8	128	45	32	100.00%
8	128	45	16	100.00%
8	128	45	8	100.00%
8	128	45	4	100.00%
8	128	45	2	100.00%
8	128	50	32	100.00%
8	128	50	16	100.00%
8	128	50	8	100.00%
8	128	50	4	100.00%
8	128	50	2	100.00%
Jumlah Neuron	Jumlah Input	Jumlah Epoch	Jumlah Batch Size	Akurasi (%)
10	2	5	32	11.25%
10	2	5	16	12.50%
10	2	5	8	11.25%
10	2	5	4	12.50%
10	2	5	2	16.25%
10	2	10	32	12.50%
10	2	10	16	11.25%
10	2	10	8	12.50%
10	2	10	4	16.25%
10	2	10	2	13.75%
10	2	15	32	6.25%
10	2	15	16	17.50%
10	2	15	8	17.50%
10	2	15	4	15.00%
10	2	15	2	16.25%
10	2	20	32	13.75%
10	2	20	16	11.25%
10	2	20	8	15.00%
10	2	20	4	15.00%
10	2	20	2	12.50%
10	2	25	32	16.25%
10	2	25	16	12.50%
10	2	25	8	15.00%
10	2	25	4	20.00%
10	2	25	2	16.25%
10	2	30	32	11.25%
10	2	30	16	11.25%
10	2	30	8	20.00%
10	2	30	4	13.75%
10	2	30	2	20.00%
10	2	35	32	15.00%
10	2	35	16	10.00%
10	2	35	8	17.50%
10	2	35	4	21.25%
10	2	35	2	20.00%
10	2	40	32	12.50%
10	2	40	16	13.75%
10	2	40	8	20.00%
10	2	40	4	20.00%
10	2	40	2	25.00%
10	2	45	32	12.50%
10	2	45	16	17.50%
10	2	45	8	20.00%
10	2	45	4	20.00%
10	2	45	2	26.25%
10	2	50	32	20.00%
10	2	50	16	16.25%
10	2	50	8	15.00%
10	2	50	4	21.25%
10	2	50	2	27.50%
10	4	5	32	12.50%
10	4	5	16	15.00%
10	4	5	8	13.75%
10	4	5	4	13.75%
10	4	5	2	22.50%
10	4	10	32	23.75%
10	4	10	16	7.50%
10	4	10	8	12.50%
10	4	10	4	10.00%
10	4	10	2	13.75%
10	4	15	32	11.25%
10	4	15	16	11.25%
10	4	15	8	20.00%
10	4	15	4	16.25%
10	4	15	2	17.50%
10	4	20	32	23.75%
10	4	20	16	17.50%
